Cytochrome c oxidase polypeptide IV(EC 1.9.3.1)	rxn00058
Cytochrome c oxidase polypeptide VA (EC 1.9.3.1)	rxn00058
Cytochrome c oxidase polypeptide VIIc, mitochondrial precursor (EC 1.9.3.1)	rxn00058
Cytochrome c oxidase polypeptide VIa-liver, mitochondrial precursor (EC 1.9.3.1)	rxn00058
Cytochrome c oxidase polypeptide Va, mitochondrial precursor (EC 1.9.3.1)	rxn00058
Cytochrome c oxidase polypeptide Vb, mitochondrial precursor (EC 1.9.3.1)	rxn00058
Cytochrome c oxidase subunit 2a (EC 1.9.3.1)	rxn00058
Cytochrome c oxidase subunit CcoN (EC 1.9.3.1)	rxn00058
Cytochrome c oxidase subunit CcoO (EC 1.9.3.1)	rxn00058
Cytochrome c oxidase subunit CcoP (EC 1.9.3.1)	rxn00058
Cytochrome c oxidase subunit CcoQ (EC 1.9.3.1)	rxn00058
Cytochrome c oxidase subunit, putative (EC 1.9.3.1)	rxn00058
Cytochrome c oxidase, subunit IV (EC 1.9.3.1)	rxn00058
cb-type cytochrome c oxidase subunit IV [EC:1.9.3.1]	rxn00058
Porphobilinogen deaminase (EC 2.5.1.61)	rxn00060
ATP diphosphatase (EC 3.6.1.8)	rxn00063
Adenylate cyclase	rxn00065
Adenylate cyclase (EC 4.6.1.1)	rxn00065
NADH peroxidase (EC 1.11.1.1)	rxn00066
Glutamate synthase [NADH] (EC 1.4.1.14)	rxn00069
NADH-dependent glutamate synthase (EC 1.4.1.14), GOGAT	rxn00069
Cob(II)alamin reductase	rxn00074
DNA ligase (EC 6.5.1.2)	rxn00076
NAD pyrophosphatase, periplasmic  (EC 3.6.1.22)	rxn00076
NAD kinase (EC 2.7.1.23)	rxn00077
Nitric oxide synthase oxygenase (EC 1.-.-.-)	rxn00082
NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	rxn00083
NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	rxn00083
Soluble pyridine nucleotide transhydrogenase (EC 1.6.1.1)	rxn00083
Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	rxn00085
Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	rxn00085
Glutathione reductase (EC 1.8.1.7)	rxn00086
Glutathione oxidase (EC 1.8.3.3)	rxn00090
Bis(5'-nucleosyl)-tetraphosphatase, symmetrical (EC 3.6.1.41)	rxn00095
Adenylate kinase (EC 2.7.4.3)	rxn00097
Dephospho-CoA kinase (EC 2.7.1.24)	rxn00100
Dephospho-CoA kinase archaeal, predicted (EC 2.7.1.24)	rxn00100
Urease accessory protein UreD	rxn00101
Urease accessory protein UreE	rxn00101
Urease accessory protein UreF	rxn00101
Urease accessory protein UreG	rxn00101
Urease alpha subunit (EC 3.5.1.5)	rxn00101
Urease beta subunit (EC 3.5.1.5)	rxn00101
Urease gamma subunit (EC 3.5.1.5)	rxn00101
Carbonic anhydrase (EC 4.2.1.1)	rxn00102
Carbonic anhydrase 2 (EC 4.2.1.1)	rxn00102
Nicotinamide-nucleotide adenylyltransferase (EC 2.7.7.1)	rxn00105
Nicotinamide-nucleotide adenylyltransferase, NadM family (EC 2.7.7.1)	rxn00105
Nicotinamide-nucleotide adenylyltransferase, NadR family (EC 2.7.7.1)	rxn00105
Carbamate kinase (EC 2.7.2.2)	rxn00114
Adenosine diphosphatase (EC 3.6.1.5)	rxn00116
Nucleoside-diphosphatase (EC 3.6.1.6)	rxn00116
Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00117
Nucleoside-triphosphate-adenylate kinase (EC 2.7.4.10)	rxn00118
Cytidylate kinase (EC 2.7.4.14)	rxn00119
Nucleoside-phosphate kinase (EC 2.7.4.4)	rxn00119
Uridylate kinase (EC 2.7.4.-)	rxn00119
Adenosine diphosphatase (EC 3.6.1.5)	rxn00120
Thymidine-triphosphatase (EC 3.6.1.39)	rxn00120
FMN adenylyltransferase (EC 2.7.7.2)	rxn00122
Riboflavin kinase (EC 2.7.1.26)	rxn00122
Pyridoxal phosphatase (EC 3.1.3.74)	rxn00123
Pyridoxal kinase (EC 2.7.1.35)	rxn00124
Archaeal S-adenosylmethionine synthetase (EC 2.5.1.6)	rxn00126
S-adenosylmethionine synthetase (EC 2.5.1.6)	rxn00126
S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), eukaryotic	rxn00127
S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1A	rxn00127
S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1B	rxn00127
AMP nucleosidase (EC 3.2.2.4)	rxn00131
5'-nucleotidase (EC 3.1.3.5)	rxn00132
Adenosine kinase (EC 2.7.1.20)	rxn00134
putative Adenosine kinase (EC 2.7.1.20)	rxn00134
3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)	rxn00137
NAD synthetase (EC 6.3.1.5)	rxn00138
Adenine phosphoribosyltransferase (EC 2.4.2.7)	rxn00139
Heme-regulated cyclic AMP phosphodiesterase (EC 3.1.4.-)	rxn00140
Adenosylhomocysteinase (EC 3.3.1.1)	rxn00141
5'-methylthioadenosine nucleosidase (EC 3.2.2.16)	rxn00143
S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)	rxn00143
L-lactate dehydrogenase (EC 1.1.1.27)	rxn00145
D-lactate dehydrogenase (EC 1.1.1.28)	rxn00146
Phosphoenolpyruvate synthase (EC 2.7.9.2)	rxn00147
Pyruvate kinase (EC 2.7.1.40)	rxn00148
Pyruvate,phosphate dikinase (EC 2.7.9.1)	rxn00151
Pyruvate oxidase (EC 1.2.3.3)	rxn00152
Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	rxn00154
Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	rxn00154
Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	rxn00154
Pyruvate formate-lyase (EC 2.3.1.54)	rxn00157
Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)	rxn00157
Malolactic enzyme (EC 1.-.-.-)	rxn00159
NAD-dependent malic enzyme (EC 1.1.1.38)	rxn00159
D-malic enzyme (EC 1.1.1.83)	rxn00160
Tartrate decarboxylase (EC 4.1.1.73)	rxn00160
NADP-dependent malic enzyme (EC 1.1.1.40)	rxn00161
Biotin carboxyl carrier protein of oxaloacetate decarboxylase	rxn00162
Oxaloacetate decarboxylase alpha chain (EC 4.1.1.3)	rxn00162
Oxaloacetate decarboxylase beta chain (EC 4.1.1.3)	rxn00162
Oxaloacetate decarboxylase gamma chain (EC 4.1.1.3)	rxn00162
Oxaloacetate decarboxylase involved in citrate fermentation (EC 4.1.1.3)	rxn00162
Oxaloacetate decarboxylase involved in citrate fermentation, predicted (EC 4.1.1.3)	rxn00162
Oxaloacetate decarboxylase, divalent-cation-dependent (EC 4.1.1.3)	rxn00162
L-serine dehydratase (EC 4.3.1.17)	rxn00165
L-serine dehydratase 1 (EC 4.3.1.17)	rxn00165
L-serine dehydratase, alpha subunit (EC 4.3.1.17)	rxn00165
L-serine dehydratase, beta subunit (EC 4.3.1.17)	rxn00165
D-serine dehydratase (EC 4.3.1.18)	rxn00166
Acetaldehyde dehydrogenase (EC 1.2.1.10)	rxn00171
Acetaldehyde dehydrogenase (acetylating) (EC 1.2.1.10)	rxn00171
Acetyl-CoA synthetase (ADP-forming) alpha chain (EC 6.2.1.13)	rxn00172
Acetyl-CoA synthetase (ADP-forming) beta chain (EC 6.2.1.13)	rxn00172
Phosphate acetyltransferase (EC 2.3.1.8)	rxn00173
Acetyl-coenzyme A synthetase (EC 6.2.1.1)	rxn00175
3-ketoacyl-CoA thiolase (EC 2.3.1.16)	rxn00178
3-ketoacyl-CoA thiolase [isoleucine degradation] (EC 2.3.1.16)	rxn00178
Acetyl-CoA acetyltransferase (EC 2.3.1.9)	rxn00178
Glutamate 5-kinase (EC 2.7.2.11)	rxn00179
NAD-specific glutamate dehydrogenase (EC 1.4.1.2)	rxn00182
NAD-specific glutamate dehydrogenase (EC 1.4.1.2), eukaryotic type	rxn00182
NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form	rxn00182
Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	rxn00183
NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	rxn00184
5-oxoprolinase (EC 3.5.2.9)	rxn00186
Glutamine synthetase (EC 6.3.1.2)	rxn00187
Glutamine synthetase type I (EC 6.3.1.2)	rxn00187
Glutamine synthetase type II, eukaryotic (EC 6.3.1.2)	rxn00187
Glutamine synthetase type III, GlnN (EC 6.3.1.2)	rxn00187
Glutamine synthetase, clostridia type (EC 6.3.1.2)	rxn00187
Putative glutamine synthetase, Rickettsiales type (EC 6.3.1.2)	rxn00187
Glutaminase (EC 3.5.1.2)	rxn00189
Glutamine amidotransferase chain of NAD synthetase	rxn00190
Glutamate-pyruvate aminotransferase (EC 2.6.1.2)	rxn00191
N-acetylglutamate synthase (EC 2.3.1.1)	rxn00192
Glutamate racemase (EC 5.1.1.3)	rxn00193
Glutamate decarboxylase (EC 4.1.1.15)	rxn00194
Glutamate decarboxylase beta (EC 4.1.1.15)	rxn00194
Glutamate decarboxylase, eukaryotic type (EC 4.1.1.15)	rxn00194
Glutamate decarboxylase, mammalian 65 kDa isoform (EC 4.1.1.15)	rxn00194
Glutamate decarboxylase, mammalian 67 kDa isoform (EC 4.1.1.15)	rxn00194
2-ketoglutaric semialdehyde dehydrogenase (EC 1.2.1.26)	rxn00196
Ketoglutarate semialdehyde dehydrogenase (EC 1.2.1.26)	rxn00196
Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	rxn00199
Homocitrate synthase (EC 2.3.3.14)	rxn00202
2-oxoglutarate decarboxylase (EC 4.1.1.71)	rxn00203
Glutathione peroxidase (EC 1.11.1.9)	rxn00205
Manganese superoxide dismutase (EC 1.15.1.1)	rxn00206
Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	rxn00206
Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1)	rxn00206
Superoxide dismutase [Fe] (EC 1.15.1.1)	rxn00206
Superoxide dismutase [Mn] (EC 1.15.1.1)	rxn00206
Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)	rxn00208
Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)	rxn00209
UDP-glucose dehydrogenase (EC 1.1.1.22)	rxn00211
UDP-sugar hydrolase (EC 3.6.1.45)	rxn00212
UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	rxn00213
UDP-glucose 4-epimerase (EC 5.1.3.2)	rxn00214
Glucokinase (EC 2.7.1.2)	rxn00216
Hexokinase (EC 2.7.1.1)	rxn00216
Glucose-1-phosphatase (EC 3.1.3.10)	rxn00221
Beta-glucosidase (EC 3.2.1.21)	rxn00222
Xylose isomerase (EC 5.3.1.5)	rxn00223
Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1)	rxn00224
Acetate kinase (EC 2.7.2.1)	rxn00225
Acylphosphate phosphohydrolase (EC 3.6.1.7), putative	rxn00227
Aliphatic amidase amiE (EC 3.5.1.4)	rxn00231
Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00237
Guanylate kinase (EC 2.7.4.8)	rxn00239
Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2)	rxn00242
L(+)-tartrate dehydratase alpha subunit (EC 4.2.1.32)	rxn00245
L(+)-tartrate dehydratase beta subunit (EC 4.2.1.32)	rxn00245
Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	rxn00247
Malate dehydrogenase (EC 1.1.1.37)	rxn00248
Malate dehydrogenase (EC 1.1.1.37), chloroplast precursor	rxn00248
Malate dehydrogenase (EC 1.1.1.37), mitochondrial precursor	rxn00248
Malate dehydrogenase (EC 1.1.1.37), peroxisomal	rxn00248
Putative malate dehydrogenase (EC 1.1.1.37), similar to archaeal MJ1425	rxn00248
Pyruvate carboxyl transferase (EC 6.4.1.1)	rxn00250
Pyruvate carboxyl transferase subunit A (EC 6.4.1.1)	rxn00250
Pyruvate carboxyl transferase subunit B (EC 6.4.1.1)	rxn00250
Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	rxn00251
Phosphoenolpyruvate carboxylase, archaeal (EC 4.1.1.31)	rxn00251
Phosphoenolpyruvate carboxykinase (pyrophosphate) (4.1.1.38)	rxn00252
Citrate synthase (si) (EC 2.3.3.1)	rxn00256
Citrate synthase, mitochondrial precursor (EC 2.3.3.1)	rxn00256
Citrate lyase, subunit 1 (EC 2.3.3.8)	rxn00257
Citrate lyase, subunit 2 (EC 2.3.3.8)	rxn00257
Aspartate aminotransferase (EC 2.6.1.1)	rxn00260
L-aspartate oxidase (EC 1.4.3.16)	rxn00262
Citrate lyase alpha chain (EC 4.1.3.6)	rxn00265
Citrate lyase beta chain (EC 4.1.3.6)	rxn00265
Citrate lyase gamma chain, acyl carrier protein (EC 4.1.3.6)	rxn00265
Glycine oxidase ThiO (EC 1.4.3.19)	rxn00269
L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	rxn00272
Serine--pyruvate aminotransferase (EC 2.6.1.51)	rxn00272
2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)	rxn00274
Alanine dehydrogenase (EC 1.4.1.1)	rxn00278
Alanine racemase (EC 5.1.1.1)	rxn00283
Alanine racemase, biosynthetic (EC 5.1.1.1)	rxn00283
Alanine racemase, catabolic (EC 5.1.1.1)	rxn00283
Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	rxn00285
Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	rxn00285
Fumarate reductase cytochrome b subunit	rxn00288
Fumarate reductase flavoprotein subunit (EC 1.3.99.1)	rxn00288
Fumarate reductase subunit C	rxn00288
Fumarate reductase subunit D	rxn00288
Succinate dehydrogenase cytochrome b-556 subunit	rxn00288
Succinate dehydrogenase cytochrome b558 subunit	rxn00288
Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	rxn00288
Succinate dehydrogenase hydrophobic membrane anchor protein	rxn00288
Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)	rxn00288
Methylisocitrate lyase (EC 4.1.3.30)	rxn00289
Butyrate-acetoacetate CoA-transferase subunit A (EC 2.8.3.9)	rxn00290
Butyrate-acetoacetate CoA-transferase subunit B (EC 2.8.3.9)	rxn00290
Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)	rxn00290
Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)	rxn00290
Succinylglutamate desuccinylase (EC 3.5.1.96)	rxn00291
UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	rxn00292
Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	rxn00293
N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23)	rxn00293
N-acetylglucosamine-1-phosphate uridyltransferase eukaryotic (EC 2.7.7.23)	rxn00293
UDP-N-acetylglucosamine 4-epimerase (EC 5.1.3.7)	rxn00295
UDP-glucose 4-epimerase (EC 5.1.3.2)	rxn00295
UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	rxn00297
GTP cyclohydrolase I (EC 3.5.4.16) type 1	rxn00299
GTP cyclohydrolase I (EC 3.5.4.16) type 2	rxn00299
GTP cyclohydrolase II (EC 3.5.4.25)	rxn00300
Nucleoside triphosphate pyrophosphohydrolase MazG	rxn00301
GTP cyclohydrolase I (EC 3.5.4.16) type 1	rxn00302
GTP cyclohydrolase I (EC 3.5.4.16) type 2	rxn00302
GTP pyrophosphokinase (EC 2.7.6.5)	rxn00303
GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I	rxn00303
GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II	rxn00303
Phosphoenolpyruvate carboxykinase [GTP] (EC 4.1.1.32)	rxn00305
Succinyl-CoA ligase [GDP-forming] alpha chain (EC 6.2.1.4)	rxn00306
Succinyl-CoA ligase [GDP-forming] beta chain (EC 6.2.1.4)	rxn00306
Lysine 2-monooxygenase (EC 1.13.12.2)	rxn00312
Diaminopimelate decarboxylase (EC 4.1.1.20)	rxn00313
Lysine racemase (EC 5.1.1.5)	rxn00320
Lysine 2,3-aminomutase (EC 5.4.3.2)	rxn00321
Arginine decarboxylase (EC 4.1.1.19)	rxn00322
Lysine decarboxylase (EC 4.1.1.8)	rxn00322
Lysine decarboxylase 2, constitutive (EC 4.1.1.18)	rxn00322
Lysine decarboxylase, inducible (EC 4.1.1.18)	rxn00322
Glyoxylate reductase (EC 1.1.1.26)	rxn00324
Hydroxypyruvate reductase (EC 1.1.1.81)	rxn00324
Ureidoglycolate hydrolase (EC 3.5.3.19)	rxn00327
2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	rxn00328
4-Hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16)	rxn00328
Malate synthase (EC 2.3.3.9)	rxn00330
Malate synthase G (EC 2.3.3.9)	rxn00330
Malyl-CoA lyase (EC 4.1.3.24)	rxn00331
Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	rxn00333
Glycolate oxidase (EC 1.1.3.15)	rxn00333
Predicted glycolate dehydrogenase, 2-subunit type (EC 1.1.99.14), iron-sulfur subunit GlcF	rxn00333
Putative glycolate oxidase subunit D (EC 1.1.3.15)	rxn00333
Isocitrate lyase (EC 4.1.3.1)	rxn00336
Aspartokinase (EC 2.7.2.4)	rxn00337
L-aspartate oxidase (EC 1.4.3.16)	rxn00338
Aspartate--ammonia ligase (EC 6.3.1.1)	rxn00340
L-asparaginase (EC 3.5.1.1)	rxn00342
Aspartate 1-decarboxylase (EC 4.1.1.11)	rxn00346
Aspartate ammonia-lyase (EC 4.3.1.1)	rxn00347
Gamma-glutamyltranspeptidase (EC 2.3.2.2)	rxn00350
Glutathione biosynthesis bifunctional protein gshF (EC 6.3.2.2)(EC 6.3.2.3)	rxn00351
Glutathione synthetase (EC 6.3.2.3)	rxn00351
Predicted alternative glutathione synthetase (EC 6.3.2.3)	rxn00351
Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	rxn00355
UDP-galactopyranose mutase (EC 5.4.99.9)	rxn00358
Adenylylsulfate kinase (EC 2.7.1.25)	rxn00361
Pyrimidine-5'-nucleotide nucleosidase (EC 3.2.2.10)	rxn00362
5'-nucleotidase (EC 3.1.3.5)	rxn00363
Cytidylate kinase (EC 2.7.4.14)	rxn00364
Uridine kinase (EC 2.7.1.48)	rxn00365
Uridine kinase (EC 2.7.1.48) [C1]	rxn00365
Adenosine diphosphatase (EC 3.6.1.5)	rxn00366
Uridine kinase (EC 2.7.1.48)	rxn00368
Uridine kinase (EC 2.7.1.48) [C1]	rxn00368
Uridine kinase (EC 2.7.1.48)	rxn00369
Uridine kinase (EC 2.7.1.48) [C1]	rxn00369
Anaerobic dehydrogenases, typically selenocysteine-containing	rxn00371
Formate dehydrogenase H (EC 1.2.1.2)	rxn00371
Formate dehydrogenase N alpha subunit (EC 1.2.1.2)	rxn00371
Formate dehydrogenase N beta subunit (EC 1.2.1.2)	rxn00371
Formate dehydrogenase N gamma subunit (EC 1.2.1.2)	rxn00371
Formate dehydrogenase O alpha subunit (EC 1.2.1.2)	rxn00371
Formate dehydrogenase O beta subunit (EC 1.2.1.2)	rxn00371
Formate dehydrogenase O gamma subunit (EC 1.2.1.2)	rxn00371
Formate dehydrogenase chain D (EC 1.2.1.2)	rxn00371
Formate dehydrogenase related protein	rxn00371
NAD-dependent formate dehydrogenase (EC 1.2.1.2)	rxn00371
Putative formate dehydrogenase oxidoreductase protein	rxn00371
N-formylglutamate deformylase (EC 3.5.1.68)	rxn00375
N-formylglutamate deformylase (EC 3.5.1.68) [alternative form]	rxn00375
Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	rxn00379
Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	rxn00379
Sulfate adenylyltransferase, dissimilatory-type (EC 2.7.7.4)	rxn00379
FMN adenylyltransferase (EC 2.7.7.2)	rxn00392
Riboflavin kinase (EC 2.7.1.26)	rxn00392
Arginase (EC 3.5.3.1)	rxn00394
Arginine deiminase (EC 3.5.3.6)	rxn00395
Nitric oxide synthase oxygenase (EC 1.-.-.-)	rxn00400
Arginine decarboxylase (EC 4.1.1.19)	rxn00405
Arginine decarboxylase, catabolic (EC 4.1.1.19)	rxn00405
Biosynthetic arginine decarboxylase (EC 4.1.1.19)	rxn00405
Lysine decarboxylase (EC 4.1.1.8)	rxn00405
Deoxycytidine triphosphate deaminase (EC 3.5.4.13)	rxn00407
Adenosine diphosphatase (EC 3.6.1.5)	rxn00408
Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00409
CTP synthase (EC 6.3.4.2)	rxn00410
CTP synthase (EC 6.3.4.2)	rxn00412
Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	rxn00414
Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	rxn00414
Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	rxn00416
Phosphoserine phosphatase (EC 3.1.3.3)	rxn00420
Phosphoserine phosphatase rsbX (EC 3.1.3.3)	rxn00420
Phosphoserine phosphatase, putative (EC 3.1.3.3)	rxn00420
L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	rxn00422
Serine--pyruvate aminotransferase (EC 2.6.1.51)	rxn00422
Serine acetyltransferase (EC 2.3.1.30)	rxn00423
Serine--glyoxylate aminotransferase (EC 2.6.1.45)	rxn00424
Methanol dehydrogenase heavy chain (EC 1.1.1.244)	rxn00430
Methylamine dehydrogenase heavy chain precursor (EC 1.4.99.3)	rxn00431
Methylamine dehydrogenase light chain precursor (EC 1.4.99.3)	rxn00431
Sarcosine oxidase alpha subunit (EC 1.5.3.1)	rxn00433
Sarcosine oxidase beta subunit (EC 1.5.3.1)	rxn00433
Thiamine-monophosphate kinase (EC 2.7.4.16)	rxn00438
Thiamin pyrophosphokinase (EC 2.7.6.2)	rxn00440
2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	rxn00441
L-gulono-1,4-lactone oxidase (EC 1.1.3.8)	rxn00449
Homocysteine S-methyltransferase (EC 2.1.1.10)	rxn00452
Enolase (EC 4.2.1.11)	rxn00459
UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	rxn00461
Nucleoside triphosphate pyrophosphohydrolase MazG	rxn00463
Ornithine aminotransferase (EC 2.6.1.13)	rxn00467
Acetylornithine deacetylase (EC 3.5.1.16)	rxn00469
Ornithine decarboxylase (EC 4.1.1.17)	rxn00470
Ornithine decarboxylase, inducible (EC 4.1.1.17)	rxn00470
Ornithine cyclodeaminase (EC 4.3.1.12)	rxn00471
Tryptophanase (EC 4.1.99.1)	rxn00473
Tryptophan synthase alpha chain (EC 4.2.1.20)	rxn00474
Tryptophan synthase beta chain (EC 4.2.1.20)	rxn00474
Indoleamine 2,3-dioxygenase (EC 1.13.11.52)	rxn00478
Tryptophan 2,3-dioxygenase (EC 1.13.11.11)	rxn00478
Tryptophan 2-monooxygenase (EC 1.13.12.3)	rxn00479
Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28)	rxn00484
Arogenate dehydratase (EC 4.2.1.91)	rxn00490
Aromatic amino acid aminotransferase gamma (EC 2.6.1.57)	rxn00493
Aromatic-amino-acid aminotransferase (EC 2.6.1.57)	rxn00493
Aspartate aminotransferase (EC 2.6.1.1)	rxn00493
Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)	rxn00493
Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	rxn00493
Histidinol-phosphate aminotransferase (EC 2.6.1.9)	rxn00493
Periplasmic aromatic amino acid aminotransferase beta precursor (EC 2.6.1.57)	rxn00493
Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28)	rxn00497
L-lactate dehydrogenase (EC 1.1.1.27)	rxn00499
D-lactate dehydrogenase (EC 1.1.1.28)	rxn00500
Malonate-semialdehyde dehydrogenase (EC 1.2.1.18)	rxn00501
Methylmalonate-semialdehyde dehydrogenase (EC 1.2.1.27)	rxn00501
Methylmalonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.27)	rxn00501
