rxn05716	O-Phosphoryl-Ethanolamine transport in via proton symport	
rxn05715	D-Valine transport in via proton symport	
rxn05714	D-Mannosamine transport in via proton symport	
rxn05711	D-Asparagine transport in via proton symport	
rxn05713	D-Galactosamine transport in via proton symport	
rxn05710	Ethylamine transport in via proton symport	
rxn05708	Formamide transport in via proton symport	
rxn05709	D-Lysine transport in via proton symport	
rxn05706	Histamine transport in via proton symport	
rxn05704	Methylamine transport in via proton symport	
rxn05703	Hydroxylamine transport in via proton symport	
rxn05701	b-Methyl-D-Glucoside transport in via proton symport	
rxn05700	Amygdalin transport in via proton symport	
rxn05699	Gentiobiose transport in via proton symport	
rxn05698	Lactulose transport in via proton symport	
rxn05697	D-Psicose transport in via proton symport	
rxn05695	Inulin transport in via proton symport	
rxn05696	D-Glucosaminic Acid transport in via proton symport	
rxn05694	L-Pyroglutamic Acid transport in via proton symport	
rxn05693	Stachyose transport in via proton symport	
rxn05691	L-Fucose transport in via proton symport	
rxn05692	L-Lyxose transport in via proton symport	
rxn05690	D-Fucose transport in via proton symport	
rxn05689	D-Tagatose transport in via proton symport	
rxn05687	Putrescine transport in via proton symport	
rxn05688	Pectin transport in via proton symport	
rxn05686	Tyramine transport in via proton symport	
rxn05684	L-Homoserine transport in via proton symport	
rxn05685	Adonitol transport in via proton symport	
rxn05683	butanoate transport in via proton symport	
rxn05682	allantoin transport in via proton symport	
rxn05681	2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible	
rxn05680	Xanthosine transport via proton symport	
rxn05679	dTMP transport in/out via proton symport	
rxn05678	hydroquinone transport in/out via proton symport	
rxn05674	L-Citrulline transport in via proton symport	
rxn05676	MAN6P transport in/out via proton symport	
rxn05673	galacturonate transport in via proton symport	
rxn05671	D-xylose transport in via proton symport	
rxn05672	D-glutamate transport in via proton symport	
rxn05667	Urea transport via facilitate diffusion	
rxn05669	L-valine transport in via proton symport	
rxn05665	UMP transport in via proton symport	
rxn05663	L-tryptophan transport in via proton symport	
rxn05661	TMP transport in/out via proton symport	
rxn05659	thymine transport in/out via proton symport	
rxn05657	thioglycolate transport via ABC system	
rxn05656	sulfoacetate transport via ABC system	
rxn05655	sucrose transport via PEP:Pyr PTS	
rxn05654	succinate transporter in/out via proton symport	
rxn05652	spermidine transport out via proton antiport	
rxn05653	L-sorbose reversible transport	
rxn05651	sulfate transport in via proton symport	
rxn05648	D-sorbitol transport in via proton symport	
rxn05649	D-serine transport in/out via proton symport	
rxn05647	salicin transport via PEP:Pyr PTS	
rxn05645	riboflavin transport in/out via proton symport	
rxn05646	L-rhamnose transport via proton symport	
rxn05644	D-ribose transport out via ABC system	
rxn05643	Raffinose transport in via proton symport	
rxn05641	Puromycin efflux  via ABC system	
rxn05640	O-Phospho-L-serine transport in via proton symport	
rxn05639	D-O-Phosphoserine transport in/out via proton symport	
rxn05638	L-proline transport in via proton symport	
rxn05637	proline betaine transport in via ABC system	
rxn05636	Uric acid permease	
rxn05635	diphosphate transport in via ABC system	
rxn05634	propionate transport in/out via proton symport	
rxn05630	Phosphoenolpyruvate transport in via proton symport	
rxn05628	ornithine transport in via proton symport	
rxn05629	Palatinose transport in via proton symport	
rxn05627	nitrate transport in via proton symport	
rxn05626	nitrite transport out via proton antiport	
rxn05623	Nicotinic acid uptake	
rxn05625	nitrite transport in via proton symport	
rxn05622	sodium transport out via ABC system	
rxn05621	methanesulfonate transport via ABC system	
rxn05620	MOPS transport via ABC system	
rxn05618	manganese transport in via proton symport	
rxn05619	molybdate transport via ABC system	
rxn05617	mannitol transport via PEP:Pyr PTS	
rxn05616	magnesium transport in/out via permease (no H+)	
rxn05615	L-methionine transport out via proton antiport	
rxn05614	L-methionine R-oxide transport via ABC system	
rxn05612	melibiose transport in via symport	
rxn05613	L-methionine S-oxide transport via ABC system	
rxn05611	D-mannose transport in via proton symport	
rxn05610	D-mannose transport via PEP:Pyr PTS	
rxn05609	MAN1P transport in/out via proton symport	
rxn05608	Maltotriose transport via ABC system	
rxn05607	maltose transport via PEP:Pyr PTS	
rxn05605	L-malate transport in via proton symport	
rxn05603	D-malate transport in via proton symport	
rxn05604	malate-H+/Na+-lactate antiporter	
rxn05602	L-lactate reversible transport via proton symport	
rxn05601	lipoic acid transport via ABC system	
rxn05599	cysteate transport via ABC system	
rxn05598	Lactose transport out via ABC system	
rxn05596	potassium transport out via proton antiport	
rxn05597	lanthionine transport via ABC system	
rxn05595	potassium irreversible transport via proton symporter	
rxn05594	Isethionate transport via ABC system	
rxn05593	inositol transport in via proton symport	
rxn05589	isocitrate transport in via Mg complex	
rxn05590	isocitrate transport in/out via proton symport	
rxn05586	mercury transport	
rxn05582	glycine transport in/out via proton symport	
rxn05585	hexanesulfonate transport via ABC system	
rxn05580	Glycogen transport in	
rxn05581	glycerol transport in/out via diffusion reversible	
rxn05579	betaine (glycine betaine) transport in/out via proton symport	
rxn05578	glycerol-3-phosphate transport in via proton symport	
rxn05577	glyoxylate transport in via proton symport	
rxn05573	D-glucose transport in via proton symport	
rxn05574	glucuronate transport in via proton symport	
rxn05572	glucarate transport in via proton symport	
rxn05571	D-gluconate transport via proton symport	
rxn05569	D-glucosamine transport via PEP:Pyr PTS	
rxn05570	gamma-butyrobetaine transport in via ABC system	
rxn05568	D-glucosamine 6-phosphate reversible uniport	
rxn05567	Galactitol transport via PEP:Pyr PTS	
rxn05566	D-galactose transport in via proton symport	
rxn05564	4-aminobutyrate transport in via proton symport	
rxn05565	galactarate transport in via proton symport	
rxn05563	Glucose-6-phosphate transport via phosphate antiport	
rxn05562	Glucose-1-phosphate transport via phosphate antiport	
rxn05561	fumarate transport in/out via proton symport	
rxn05559	formate transport in via proton symport	
rxn05560	D-fructose transport via PEP:Pyr PTS	
rxn05558	Ferroxamine transport via ABC system	
rxn05557	iron (III) dicitrate transport via ABC system	
rxn05554	Fructose-6-phosphate transport via phosphate antiport	
rxn05555	iron (II) transport via ABC system	
rxn05553	ethanol transport out via proton antiport	
rxn05552	ethanesulfonate transport via ABC system	
rxn05550	ecotine transport in via ABC system	
rxn05551	ethanolamine transport in/out via proton symport	
rxn05549	Deoxyribose transport via ABC system	
rxn05548	Djenkolate transporter via ABC system	
rxn05547	Dipeptide transport via ABC system (gly-gln)	
rxn05546	Dipeptide transport via ABC system (gly-asn)	
rxn05545	Dipeptide transport via ABC system (ala-thr)	
rxn05544	Dipeptide transport via ABC system (ala-leu)	
rxn05543	Dipeptide transport via ABC system (ala-his)	
rxn05542	Dipeptide transport via ABC system (ala-gly)	
rxn05541	Dipeptide transport via ABC system (ala-glu)	
rxn05540	Dipeptide transport via ABC system (ala-gln)	
rxn05539	Dipeptide transport via ABC system (cgly)	
rxn05538	Dipeptide transport via ABC system (gly-pro-L)	
rxn05537	Dipeptide transport via ABC system (gly-asp)	
rxn05536	Dipeptide transport via ABC system (met-ala)	
rxn05535	Dipeptide transport via ABC system (gly-met)	
rxn05534	Dipeptide transport via ABC system (gly-glu)	
rxn05532	Dihydroxyacetone transport via facilitated diffusion	
rxn05533	Dipeptide transport via ABC system (ala-asp)	
rxn05529	Cys-Gly transport in via symport	
rxn05531	Dextrin transport in via proton symport	
rxn05527	cytosine transport in via proton symport	
rxn05528	Copper export via ATPase	
rxn05526	chromate transport out via proton antiport	
rxn05525	CMP transport in/out via proton symport	
rxn05523	citrate transport in via Zn complex	
rxn05521	citrate transport in via Ni complex	
rxn05522	citrate transport in via Co complex	
rxn05520	citrate transport in via Mn complex	
rxn05519	chorismate transport in/out via proton symport	
rxn05518	cellobiose transport via PEP:Pyr PTS	
rxn05517	cadminum transport out via antiport	
rxn05516	cadmium transport out via ABC system	
rxn05515	Cobalamin uptake in via ABC transport	
rxn05514	calcium transport in/out via proton antiporter	
rxn05513	calcium efflux  via ABC system	
rxn05512	butanesulfonate transport via ABC system	
rxn05511	Butanediol transport in/out via proton symport	
rxn05508	L-asparagine transport in via proton symport	
rxn05510	Bile acid transport in via sodium symport	
rxn05506	Arsenate transporter	
rxn05507	arsenite transporter via uniport	
rxn05505	arsenobetaine transport in via proton symport	
rxn05504	arsenobetaine transport in via ABC system	
rxn05502	L-arginine phosphate transport in/out via proton symport	
rxn05501	arbutin transport via PEP:Pyr PTS	
rxn05500	L-arabinose transport via proton symport	
rxn05499	D-arabinose reversible transport	
rxn05498	antimonite  transporter via uniport	
rxn05496	L-alanine transport in via proton symport	
rxn05497	AMP transport in/out via proton symport	
rxn05495	beta-Alanine transport in via proton symport	
rxn05494	D-alanine transport in via proton symport	
rxn05493	2-oxoglutarate transport in via proton symport	
rxn05491	adenine transport in via proton symport	
rxn05490	acetoin efflux  via ABC system	
rxn05489	acetoin transport via ABC system	
rxn05488	acetate transport in/out via proton symport	
rxn05486	N-acetyl-D-mannosamine proton symport	
rxn05487	N-acetylneuraminate proton symport	
rxn05485	N-Acetyl-D-glucosamine transport via PEP:Pyr PTS	
rxn05483	L-arabinitol transport via passive diffusion	
rxn05484	acetoacetate transport via proton symport	
rxn05482	6-Phospho-D-gluconate transport in/out via proton symport	
rxn05481	5-Methylthio-D-ribose transport in/out via proton symport	
rxn05480	3'-UMP transport in via proton symport	
rxn05478	Guanosine 3'-phsophate transport in/out via proton symport	
rxn05479	3-Phospho-D-glycerate transport in/out via proton symport	
rxn05476	3'-AMP transport in/out via proton symport	
rxn05477	3'-CMP transport in via proton symport	
rxn05475	3-aminobutyrate transport in via proton symport	
rxn05474	D-Glycerate 2-phosphate transport in/out via proton symport	
rxn05473	2-Phosphoglycolate transport in/out via proton symport	
rxn05472	2-(hydroxymethyl)phenol transport in/out via proton symport	
rxn05470	Glycolate transport via proton symport	
rxn05471	GMP transport via proton symport	
rxn05468	O2 transport via diffusion	
rxn05469	Pyruvate transport via proton symport	
rxn05466	Ammonia transport via diffusion	
rxn05467	CO2 transport via diffusion	
rxn05465	malonyl-ACP:[acyl-carrier-protein] transferase	R01626
rxn05464	trans-Octodec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	
rxn05463	Octodecanoyl-ACP:NADP+ oxidoreductase (A-specific)	
rxn05462	trans-Octodec-2-enoyl-ACP hydro-lyase	
rxn05461	3-Hydroxyoctodecanoyl-ACP:NADP+ oxidoreductase	
rxn05460	3-Oxooctodecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	
rxn05459	stearyl-ACP:[acyl-carrier-protein] transferase	
rxn05458	hexadecanoyl-ACP:[acyl-carrier-protein] transferase	
rxn05456	14-methyl-pentadecanoyl-ACP:[acyl-carrier-protein] transferase	
rxn05457	tetradecanoyl-ACP:[acyl-carrier-protein] transferase	
rxn05455	12-methyl-tridecanoyl-ACP:[acyl-carrier-protein] transferase	
rxn05454	15-methyl-hexa-decanoyl-ACP:[acyl-carrier-protein] transferase	
rxn05452	14-methyl-hexa-decanoyl-ACP:[acyl-carrier-protein] transferase	
rxn05453	13-methyl-tetra-decanoyl-ACP:[acyl-carrier-protein] transferase	
rxn05451	12-methyl-tetra-decanoyl-ACP:[acyl-carrier-protein] transferase	
rxn05450	14-methyl-trans-pentadec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	
rxn05449	12-methyl-trans-tridec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	
rxn05448	10-methyl-trans-undec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	
rxn05447	8-methyl-trans-non-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	
rxn05446	6-methyl-trans-hept-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	
rxn05445	4-methyl-trans-pent-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	
rxn05444	15-methyl-trans-hexa-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	
rxn05443	13-methyl-trans-tetra-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	
rxn05442	11-methyl-trans-dodec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	
rxn05441	9-methyl-trans-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	
rxn05440	7-methyl-trans-oct-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	
rxn05439	5-methyl-trans-hex-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	
rxn05438	14-methyl-trans-hexa-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	
rxn05437	12-methyl-trans-tetra-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	
rxn05436	10-methyl-trans-dodec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	
rxn05435	8-methyl-trans-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	
rxn05434	6-methyl-trans-oct-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	
rxn05433	4-methyl-trans-hex-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	
rxn05432	14-methyl-trans-pentadec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)	
rxn05431	14-methyl-3-hydroxy-pentadecanoyl-ACP hydro-lyase	
rxn05430	14-methyl-3-oxo-pentadecanoyl-ACP:NADP+ oxidoreductase	
rxn05429	12-methyl-tridecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	
rxn05428	12-methyl-trans-tridec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)	
rxn05427	12-methyl-3-hydroxy-tridecanoyl-ACP hydro-lyase	
rxn05426	12-methyl-3-oxo-tridecanoyl-ACP:NADP+ oxidoreductase	
rxn05425	10-methyl-undecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	
rxn05424	10-methyl-trans-undec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)	
rxn05423	10-methyl-3-hydroxy-undecanoyl-ACP hydro-lyase	
rxn05422	10-methyl-3-oxo-undecanoyl-ACP:NADP+ oxidoreductase	
rxn05421	8-methyl-nonanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	
rxn05420	8-methyl-trans-non-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)	
rxn05419	8-methyl-3-hydroxy-nonanoyl-ACP hydro-lyase	
rxn05418	8-methyl-3-oxo-nonanoyl-ACP:NADP+ oxidoreductase	
rxn05417	6-methyl-heptanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	
rxn05416	6-methyl-trans-hept-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)	
rxn05415	6-methyl-3-hydroxy-heptanoyl-ACP hydro-lyase	
rxn05414	6-methyl-3-oxo-heptanoyl-ACP:NADP+ oxidoreductase	
rxn05413	4-methyl-pentanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	
rxn05412	4-methyl-trans-pent-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)	
rxn05411	4-methyl-3-hydroxy-pentanoyl-ACP hydro-lyase	
rxn05410	4-methyl-3-oxo-pentanoyl-ACP:NADP+ oxidoreductase	
rxn05409	2-methylpropionyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	
rxn05408	2-methylpropionyl-CoA:[acyl-carrier-protein] transferase	
rxn05407	15-methyl-trans-hexa-dec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)	
rxn05406	15-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase	
rxn05405	15-methyl-3-oxo-hexa-decanoyl-ACP:NADP+ oxidoreductase	
rxn05404	13-methyl-tetra-decanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	
rxn05403	13-methyl-trans-tetra-dec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)	
rxn05402	13-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase	
rxn05401	13-methyl-3-oxo-tetra-decanoyl-ACP:NADP+ oxidoreductase	
rxn05400	11-methyl-dodecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	
rxn05399	11-methyl-trans-dodec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)	
rxn05398	11-methyl-3-hydroxy-dodecanoyl-ACP hydro-lyase	
rxn05397	11-methyl-3-oxo-dodecanoyl-ACP:NADP+ oxidoreductase	
rxn05396	9-methyl-decanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	
rxn05395	9-methyl-trans-dec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)	
rxn05394	9-methyl-3-hydroxy-decanoyl-ACP hydro-lyase	
rxn05393	9-methyl-3-oxo-decanoyl-ACP:NADP+ oxidoreductase	
rxn05392	7-methyl-octanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	
rxn05391	7-methyl-trans-oct-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)	
rxn05390	7-methyl-3-hydroxy-octanoyl-ACP hydro-lyase	
rxn05389	7-methyl-3-oxo-octanoyl-ACP:NADP+ oxidoreductase	
rxn05388	5-methyl-hexanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	
rxn05387	5-methyl-trans-hex-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)	
rxn05386	5-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase	
rxn05385	5-methyl-3-oxo-hexanoyl-ACP:NADP+ oxidoreductase	
rxn05384	3-methylbutanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	
rxn05383	3-methylbutanoyl-CoA:[acyl-carrier-protein] transferase	
rxn05382	14-methyl-trans-hexa-dec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)	
rxn05381	14-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase	
rxn05380	14-methyl-3-oxo-hexa-decanoyl-ACP:NADP+ oxidoreductase	
rxn05379	12-methyl-tetra-decanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	
rxn05378	12-methyl-trans-tetra-dec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)	
rxn05377	12-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase	
rxn05376	12-methyl-3-oxo-tetra-decanoyl-ACP:NADP+ oxidoreductase	
rxn05375	10-methyl-dodecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	
rxn05374	10-methyl-trans-dodec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)	
rxn05373	10-methyl-3-hydroxy-dodecanoyl-ACP hydro-lyase	
rxn05372	10-methyl-3-oxo-dodecanoyl-ACP:NADP+ oxidoreductase	
rxn05371	8-methyl-decanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	
rxn05370	8-methyl-trans-dec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)	
rxn05369	8-methyl-3-hydroxy-decanoyl-ACP hydro-lyase	
rxn05368	8-methyl-3-oxo-decanoyl-ACP:NADP+ oxidoreductase	
rxn05367	6-methyl-octanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	
rxn05366	6-methyl-trans-oct-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)	
rxn05364	6-methyl-3-oxo-octanoyl-ACP:NADP+ oxidoreductase	
rxn05365	6-methyl-3-hydroxy-octanoyl-ACP hydro-lyase	
rxn05363	4-methyl-hexanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	
rxn05361	4-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase	
rxn05362	4-methyl-trans-hex-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)	
rxn05360	4-methyl-3-oxo-hexanoyl-ACP:NADP+ oxidoreductase	
rxn05359	4-methyl-3-oxo-hexanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	
rxn05358	2-methylbutanoyl-CoA:[acyl-carrier-protein] transferase	
rxn05357	Hexanoyl-[acyl-carrier protein]:oxoacyl- and enoyl-reducing and	R04956
rxn05355	Dodecanoyl-[acyl-carrier protein]: malonyl-CoA	R04725
rxn05356	Decanoyl-[acyl-carrier protein]:malonyl-CoA	R04962
rxn05353	Butyryl-[acyl-carrier protein]:malonyl-CoA	R04430
rxn05354	Hexadecanoyl-[acyl-carrier protein:malonyl-CoA	R04970
rxn05351	Tetradecanoyl-[acyl-carrier protein]:malonyl-CoA	R04967
rxn05352	Octanoyl-[acyl-carrier protein]:malonyl-CoA	R04959
rxn05350	hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein]	R04957
rxn05349	acetyl-CoA:[acyl-carrier-protein] S-acetyltransferase	R01624
rxn05348	Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein]	R04963
rxn05347	Acyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein]	R04355
rxn05346	butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein]	R04952
rxn05345	dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein]	R04726
rxn05344	Tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein]	R04968
rxn05343	Octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein]	R04960
rxn05342	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier-protein]:NADP+	R04566
rxn05341	(3R)-3-Hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	R04536
rxn05340	(3R)-3-Hydroxydodecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	R04964
rxn05339	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]:NADP+ oxidoreductase	R04533
rxn05338	(3R)-3-Hydroxydecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	R04534
rxn05337	(3R)-3-Hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	R04953
rxn05336	(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	R04543
rxn05335	(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase	R04568
rxn05334	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase	R04537
rxn05333	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase	R04535
rxn05332	(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase	R04544
rxn05331	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase	R04965
rxn05330	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase	R04954
rxn05329	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase	R04428
rxn05328	Hexadecanoyl-[acyl-carrier protein]:malonyl-CoA	R04969
rxn05327	Decanoyl-[acyl-carrier protein]:malonyl-CoA	R04961
rxn05326	Hexanoyl-[acyl-carrier protein]:malonyl-CoA	R04955
rxn05325	Octanoyl-[acyl-carrier protein]:malonyl-CoA	R04958
rxn05324	Dodecanoyl-[acyl-carrier protein]:malonyl-CoA	R04724
rxn05323	Tetradecanoyl-[acyl-carrier protein]:malonyl-CoA	R04966
rxn05322	Butyryl-[acyl-carrier protein]:malonyl-CoA	R04429
rxn05321	Acetyl-CoA carbon-dioxide ligase	
rxn05320	Biotin Carboxylase	
rxn05318	ADNt2r	
rxn05319	H2Ot5	
rxn05317	DADNt2	
rxn05316	INSt2r	
rxn05313	PIt8	
rxn05315	ZN2t4	
rxn05312	PIt6	
rxn05310	NACUP	
rxn05307	SERt2	
rxn05308	PNTOt2	
rxn05305	LYSt3r	
rxn05306	PHEt6	
rxn05301	TYRt6	
rxn05303	ARGt2	
rxn05299	HISt2	
rxn05300	THRt2	
rxn05298	GLUt4i	
rxn05297	GLUt2	
rxn05295	mRNA synthesis	
rxn05296	Protein synthesis (B. subtilis)	
rxn05294	DNA synthesis	
rxn05292	FE3t4	
rxn05293	MECDPDH	
rxn05291	KAS8	
rxn05289	TRDR	R02016
rxn05286	CLPNS2_BS	
rxn05287	GGTT	R07475
rxn05285	LYSLG_BS	
rxn05284	UGT2_BS	
rxn05283	UGT1_BS	
rxn05282	UGT_BS	
rxn05281	CDPDSP_BS	
rxn05280	KAS6	
rxn05279	KAS4	
rxn05278	KAS3	
rxn05276	KAS12	
rxn05275	KAS11	
rxn05273	PSDC_BS	
rxn05274	KAS1	
rxn05272	PHCYT_BS	
rxn05271	PGPPH_BS	
rxn05270	PAP_BS	
rxn05269	G3POA_BS	
