scaffold	begin	end	strand	desc	old_locus_tag	new_locus_tag
NC_011916.1	197070	197267	-	gene	CCNA_00184	CCNA_00184
NC_011916.1	197285	199810	-	gene	CCNA_00185	CCNA_00185
NC_011916.1	200125	200201	-	gene	CCNA_R0003	CCNA_R0003
NC_011916.1	200125	200201	-	tRNA	CCNA_R0003	CCNA_R0003
NC_011916.1	200125	200201	-	exon	CCNA_R0003	CCNA_R0003
NC_011916.1	200286	201602	-	gene	CCNA_00186	CCNA_00186
NC_011916.1	201599	202681	-	gene	CCNA_00187	CCNA_00187
NC_011916.1	202763	203725	-	gene	CCNA_00188	CCNA_00188
NC_011916.1	203869	204135	+	gene	CCNA_00189	CCNA_00189
NC_011916.1	204137	204571	+	gene	CCNA_00190	CCNA_00190
NC_011916.1	204697	205173	+	gene	CCNA_00191	CCNA_00191
NC_011916.1	205174	206793	-	gene	CCNA_00192	CCNA_00192
NC_011916.1	206989	208041	-	gene	CCNA_00193	CCNA_00193
NC_011916.1	208043	208345	-	gene	CCNA_00194	CCNA_00194
NC_011916.1	208487	209095	-	gene	CCNA_00195	CCNA_00195
NC_011916.1	209092	210531	-	gene	CCNA_00196	CCNA_00196
NC_011916.1	210637	210769	-	gene	CCNA_R0004	CCNA_R0004
NC_011916.1	210637	210769	-	ncRNA	CCNA_R0004	CCNA_R0004
NC_011916.1	210637	210769	-	exon	CCNA_R0004	CCNA_R0004
NC_011916.1	211121	211522	-	gene	CCNA_00197	CCNA_00197
NC_011916.1	211519	212256	-	gene	CCNA_00198	CCNA_00198
NC_011916.1	212306	213021	-	mobile_genetic_element	NA	NA
NC_011916.1	212387	214267	+	gene	CCNA_00199	CCNA_00199
NC_011916.1	214320	215255	-	gene	CCNA_00200	CCNA_00200
NC_011916.1	215418	216098	+	gene	CCNA_00201	CCNA_00201
NC_011916.1	216215	217270	+	gene	CCNA_00202	CCNA_00202
NC_011916.1	217328	218332	+	gene	CCNA_00203	CCNA_00203
NC_011916.1	218336	220237	-	gene	CCNA_00204	CCNA_00204
NC_011916.1	220241	220822	-	gene	CCNA_00205	CCNA_00205
NC_011916.1	220822	221085	-	gene	CCNA_03916	CCNA_03916
NC_011916.1	220931	221641	+	gene	CCNA_00206	CCNA_00206
NC_011916.1	221641	222282	+	gene	CCNA_00207	CCNA_00207
NC_011916.1	222283	223272	-	gene	CCNA_00208	CCNA_00208
NC_011916.1	223353	224927	-	gene	CCNA_00209	CCNA_00209
NC_011916.1	225115	227526	+	gene	CCNA_00210	CCNA_00210
NC_011916.1	227686	228693	+	gene	CCNA_00211	CCNA_00211
NC_011916.1	228693	229571	+	gene	CCNA_00212	CCNA_00212
NC_011916.1	229568	230116	+	gene	CCNA_00213	CCNA_00213
NC_011916.1	230262	232307	+	gene	CCNA_00214	CCNA_00214
NC_011916.1	232420	232497	+	gene	CCNA_R0101	CCNA_R0101
NC_011916.1	232420	232497	+	ncRNA	CCNA_R0101	CCNA_R0101
NC_011916.1	232420	232497	+	exon	CCNA_R0101	CCNA_R0101
NC_011916.1	232614	233402	+	gene	CCNA_00215	CCNA_00215
NC_011916.1	233470	233862	-	gene	CCNA_00216	CCNA_00216
NC_011916.1	233977	236127	+	gene	CCNA_00217	CCNA_00217
NC_011916.1	236131	236877	-	gene	CCNA_00218	CCNA_00218
NC_011916.1	237030	237635	+	gene	CCNA_00220	CCNA_00220
NC_011916.1	237642	238136	-	gene	CCNA_00221	CCNA_00221
NC_011916.1	238241	239860	+	gene	CCNA_00222	CCNA_00222
NC_011916.1	239869	240651	+	gene	CCNA_00223	CCNA_00223
NC_011916.1	240648	242693	-	gene	CCNA_00224	CCNA_00224
NC_011916.1	243024	243056	+	gene	CCNA_00225	CCNA_00225
NC_011916.1	243157	243432	+	gene	CCNA_00226	CCNA_00226
NC_011916.1	243490	244056	-	gene	CCNA_00227	CCNA_00227
NC_011916.1	244056	244670	-	gene	CCNA_00228	CCNA_00228
NC_011916.1	244790	245764	+	gene	CCNA_00229	CCNA_00229
NC_011916.1	245765	247003	-	gene	CCNA_00230	CCNA_00230
NC_011916.1	247055	247540	+	gene	CCNA_00231	CCNA_00231
NC_011916.1	247537	247953	-	gene	CCNA_00232	CCNA_00232
NC_011916.1	248082	249119	+	gene	CCNA_00233	CCNA_00233
NC_011916.1	249116	250276	+	gene	CCNA_00234	CCNA_00234
NC_011916.1	250273	250548	-	gene	CCNA_00235	CCNA_00235
NC_011916.1	250611	252308	-	gene	CCNA_00236	CCNA_00236
NC_011916.1	252525	253232	+	gene	CCNA_00237	CCNA_00237
NC_011916.1	253207	254811	+	gene	CCNA_00238	CCNA_00238
NC_011916.1	254808	255242	+	gene	CCNA_00239	CCNA_00239
NC_011916.1	255318	255725	+	gene	CCNA_00240	CCNA_00240
NC_011916.1	255722	256000	+	gene	CCNA_00241	CCNA_00241
NC_011916.1	256240	256344	-	gene	CCNA_03917	CCNA_03917
NC_011916.1	256412	256810	-	gene	CCNA_00243	CCNA_00243
NC_011916.1	256953	257594	+	gene	CCNA_00244	CCNA_00244
NC_011916.1	257623	257907	+	gene	CCNA_00245	CCNA_00245
NC_011916.1	257952	258737	+	gene	CCNA_00246	CCNA_00246
NC_011916.1	258879	259436	-	gene	CCNA_00247	CCNA_00247
NC_011916.1	259514	260914	-	gene	CCNA_00248	CCNA_00248
NC_011916.1	260971	261561	+	gene	CCNA_00249	CCNA_00249
NC_011916.1	261642	262904	+	gene	CCNA_00250	CCNA_00250
NC_011916.1	262953	263672	+	gene	CCNA_00251	CCNA_00251
NC_011916.1	263784	265745	-	gene	CCNA_00252	CCNA_00252
NC_011916.1	265999	267027	+	gene	CCNA_00253	CCNA_00253
NC_011916.1	267164	268066	+	gene	CCNA_00254	CCNA_00254
NC_011916.1	268063	269187	-	gene	CCNA_00255	CCNA_00255
NC_011916.1	269206	270057	-	gene	CCNA_00256	CCNA_00256
NC_011916.1	270176	271567	-	gene	CCNA_00257	CCNA_00257
NC_011916.1	271910	272620	-	gene	CCNA_00259	CCNA_00259
NC_011916.1	272872	273558	-	gene	CCNA_00260	CCNA_00260
NC_011916.1	273695	274738	+	gene	CCNA_00261	CCNA_00261
NC_011916.1	274921	275793	+	gene	CCNA_00262	CCNA_00262
NC_011916.1	275815	276237	-	gene	CCNA_00263	CCNA_00263
NC_011916.1	276384	277637	-	gene	CCNA_00264	CCNA_00264
NC_011916.1	278017	279471	+	gene	CCNA_00265	CCNA_00265
NC_011916.1	279599	280837	-	gene	CCNA_00266	CCNA_00266
NC_011916.1	280931	281872	-	gene	CCNA_00267	CCNA_00267
NC_011916.1	281946	282042	+	gene	CCNA_R0005	CCNA_R0005
NC_011916.1	281946	282042	+	SRP_RNA	CCNA_R0005	CCNA_R0005
NC_011916.1	281946	282042	+	exon	CCNA_R0005	CCNA_R0005
NC_011916.1	282130	283956	+	gene	CCNA_00268	CCNA_00268
NC_011916.1	284102	284431	+	gene	CCNA_00269	CCNA_00269
NC_011916.1	284558	285160	+	gene	CCNA_00270	CCNA_00270
NC_011916.1	285270	285422	+	gene	CCNA_00271	CCNA_00271
NC_011916.1	285476	286765	+	gene	CCNA_00272	CCNA_00272
NC_011916.1	286774	287295	+	gene	CCNA_00273	CCNA_00273
NC_011916.1	287636	287998	+	gene	CCNA_00274	CCNA_00274
NC_011916.1	288024	289578	-	mobile_genetic_element	NA	NA
NC_011916.1	288082	289527	-	gene	CCNA_00275	CCNA_00275
NC_011916.1	289617	290096	-	gene	CCNA_00276	CCNA_00276
NC_011916.1	290161	291321	+	gene	CCNA_00277	CCNA_00277
NC_011916.1	291339	292259	+	gene	CCNA_00278	CCNA_00278
NC_011916.1	292311	292901	+	gene	CCNA_00279	CCNA_00279
NC_011916.1	292898	293641	-	gene	CCNA_00280	CCNA_00280
NC_011916.1	293641	294567	-	gene	CCNA_00281	CCNA_00281
NC_011916.1	294659	294991	+	gene	CCNA_00282	CCNA_00282
NC_011916.1	295109	295969	-	gene	CCNA_00283	CCNA_00283
NC_011916.1	295966	296631	-	gene	CCNA_00284	CCNA_00284
NC_011916.1	296628	297542	-	gene	CCNA_00285	CCNA_00285
NC_011916.1	297735	298193	-	gene	CCNA_00286	CCNA_00286
NC_011916.1	298212	299318	-	gene	CCNA_00287	CCNA_00287
NC_011916.1	299485	300534	-	gene	CCNA_00288	CCNA_00288
NC_011916.1	300549	300797	-	gene	CCNA_00289	CCNA_00289
NC_011916.1	301048	304305	-	gene	CCNA_00290	CCNA_00290
NC_011916.1	304469	305884	+	gene	CCNA_00291	CCNA_00291
NC_011916.1	306029	307462	+	gene	CCNA_00292	CCNA_00292
NC_011916.1	307455	308750	+	gene	CCNA_00293	CCNA_00293
NC_011916.1	308810	309634	+	gene	CCNA_00294	CCNA_00294
NC_011916.1	309660	310352	+	gene	CCNA_00295	CCNA_00295
NC_011916.1	310374	311066	+	gene	CCNA_00296	CCNA_00296
NC_011916.1	311039	311896	-	gene	CCNA_00297	CCNA_00297
NC_011916.1	311893	312666	-	gene	CCNA_00298	CCNA_00298
NC_011916.1	312678	313961	+	gene	CCNA_00299	CCNA_00299
NC_011916.1	313978	314385	-	gene	CCNA_00300	CCNA_00300
NC_011916.1	314615	315697	+	gene	CCNA_00301	CCNA_00301
NC_011916.1	315702	316991	+	gene	CCNA_00302	CCNA_00302
NC_011916.1	317027	318034	-	gene	CCNA_00303	CCNA_00303
NC_011916.1	318031	319308	-	gene	CCNA_00304	CCNA_00304
NC_011916.1	319278	320303	-	gene	CCNA_00305	CCNA_00305
NC_011916.1	320335	321048	-	gene	CCNA_00306	CCNA_00306
NC_011916.1	321045	322868	-	gene	CCNA_00307	CCNA_00307
NC_011916.1	323024	323689	+	gene	CCNA_00308	CCNA_00308
NC_011916.1	323716	323778	-	gene	CCNA_R0102	CCNA_R0102
NC_011916.1	323716	323778	-	ncRNA	CCNA_R0102	CCNA_R0102
NC_011916.1	323716	323778	-	exon	CCNA_R0102	CCNA_R0102
NC_011916.1	323812	324045	-	gene	CCNA_00309	CCNA_00309
NC_011916.1	324066	324845	-	gene	CCNA_00310	CCNA_00310
NC_011916.1	324842	326173	-	gene	CCNA_00311	CCNA_00311
NC_011916.1	326229	326630	-	gene	CCNA_00312	CCNA_00312
NC_011916.1	326715	328544	-	gene	CCNA_00313	CCNA_00313
NC_011916.1	328587	329198	-	gene	CCNA_00314	CCNA_00314
NC_011916.1	329224	330753	-	gene	CCNA_00315	CCNA_00315
NC_011916.1	330777	331910	-	gene	CCNA_00316	CCNA_00316
NC_011916.1	331907	332971	-	gene	CCNA_00317	CCNA_00317
NC_011916.1	333179	334138	+	gene	CCNA_00318	CCNA_00318
NC_011916.1	334224	334757	-	gene	CCNA_00319	CCNA_00319
NC_011916.1	334940	335209	-	gene	CCNA_00320	CCNA_00320
NC_011916.1	335240	335755	-	gene	CCNA_00321	CCNA_00321
NC_011916.1	335959	336588	+	gene	CCNA_00322	CCNA_00322
NC_011916.1	336631	337728	+	gene	CCNA_00323	CCNA_00323
NC_011916.1	337932	338390	-	gene	CCNA_00324	CCNA_00324
NC_011916.1	338634	339665	+	gene	CCNA_00326	CCNA_00326
NC_011916.1	339708	339810	+	gene	CCNA_R0103	CCNA_R0103
NC_011916.1	339708	339810	+	ncRNA	CCNA_R0103	CCNA_R0103
NC_011916.1	339708	339810	+	exon	CCNA_R0103	CCNA_R0103
NC_011916.1	339828	340490	-	gene	CCNA_00327	CCNA_00327
NC_011916.1	340575	341264	+	gene	CCNA_00328	CCNA_00328
NC_011916.1	341277	341825	+	gene	CCNA_00329	CCNA_00329
NC_011916.1	341832	342602	-	gene	CCNA_00330	CCNA_00330
NC_011916.1	342674	343432	+	gene	CCNA_00331	CCNA_00331
NC_011916.1	343435	344109	+	gene	CCNA_00332	CCNA_00332
NC_011916.1	344130	344957	-	gene	CCNA_00333	CCNA_00333
NC_011916.1	345020	345580	+	gene	CCNA_00334	CCNA_00334
NC_011916.1	345618	346055	+	gene	CCNA_00335	CCNA_00335
NC_011916.1	346066	347517	+	gene	CCNA_00336	CCNA_00336
NC_011916.1	347595	348305	+	gene	CCNA_00337	CCNA_00337
NC_011916.1	348195	348216	-	gene	CCNA_R0200	CCNA_R0200
NC_011916.1	348195	348216	-	antisense_RNA	CCNA_R0200	CCNA_R0200
NC_011916.1	348195	348216	-	exon	CCNA_R0200	CCNA_R0200
NC_011916.1	348479	350719	+	gene	CCNA_00338	CCNA_00338
NC_011916.1	350788	352104	+	gene	CCNA_00339	CCNA_00339
