scaffold	begin	end	strand	desc	old_locus_tag	new_locus_tag
NZ_CP037867.1	41333	41752	-	gene	HPF_00155	HPF_RS00155
NZ_CP037867.1	41877	43787	+	gene	HPF_00160	HPF_RS00160
NZ_CP037867.1	43821	44531	-	gene	HPF_00165	HPF_RS00165
NZ_CP037867.1	44616	45068	-	gene	HPF_00170	HPF_RS00170
NZ_CP037867.1	45177	45809	+	gene	HPF_00175	HPF_RS00175
NZ_CP037867.1	45862	46608	+	gene	HPF_00180	HPF_RS00180
NZ_CP037867.1	46630	47607	-	gene	HPF_00185	HPF_RS00185
NZ_CP037867.1	47735	48298	-	gene	HPF_00190	HPF_RS00190
NZ_CP037867.1	48411	48602	-	gene	HPF_00195	HPF_RS00195
NZ_CP037867.1	48754	50970	+	gene	HPF_00200	HPF_RS00200
NZ_CP037867.1	50951	51349	-	gene	HPF_00205	HPF_RS00205
NZ_CP037867.1	51363	51878	-	gene	HPF_00210	HPF_RS00210
NZ_CP037867.1	52072	52410	+	gene	HPF_00215	HPF_RS00215
NZ_CP037867.1	52448	53137	+	gene	HPF_00220	HPF_RS00220
NZ_CP037867.1	53134	53790	+	gene	HPF_00225	HPF_RS00225
NZ_CP037867.1	53837	54712	-	gene	HPF_00230	HPF_RS00230
NZ_CP037867.1	54779	55384	-	gene	HPF_00235	HPF_RS00235
NZ_CP037867.1	55499	56467	+	gene	HPF_00240	HPF_RS00240
NZ_CP037867.1	56732	57724	-	gene	HPF_00245	HPF_RS00245
NZ_CP037867.1	57702	58058	-	gene	HPF_00250	HPF_RS00250
NZ_CP037867.1	58048	58830	-	gene	HPF_00255	HPF_RS00255
NZ_CP037867.1	59192	59505	-	pseudogene	HPF_00260	HPF_RS00260
NZ_CP037867.1	59536	59766	+	gene	HPF_00265	HPF_RS00265
NZ_CP037867.1	59842	60312	-	gene	NA	HPF_RS00270
NZ_CP037867.1	60393	60908	+	gene	NA	HPF_RS00275
NZ_CP037867.1	60981	61967	+	gene	HPF_00270	HPF_RS00280
NZ_CP037867.1	61976	63841	-	gene	HPF_00275	HPF_RS00285
NZ_CP037867.1	63838	67464	-	gene	HPF_00280	HPF_RS00290
NZ_CP037867.1	67544	68212	-	gene	HPF_00285	HPF_RS00295
NZ_CP037867.1	68230	69003	-	gene	HPF_00290	HPF_RS00300
NZ_CP037867.1	69081	69941	-	gene	HPF_00295	HPF_RS00305
NZ_CP037867.1	69947	70828	-	gene	HPF_00300	HPF_RS00310
NZ_CP037867.1	71737	72858	-	gene	HPF_00305	HPF_RS00315
NZ_CP037867.1	72855	73328	-	gene	NA	HPF_RS00320
NZ_CP037867.1	73650	74051	+	gene	HPF_00310	HPF_RS00325
NZ_CP037867.1	74053	74766	-	gene	HPF_00315	HPF_RS00330
NZ_CP037867.1	74885	75097	+	gene	HPF_00320	HPF_RS00335
NZ_CP037867.1	75197	75751	+	gene	HPF_00325	HPF_RS00340
NZ_CP037867.1	75777	76547	-	gene	HPF_00330	HPF_RS00345
NZ_CP037867.1	76594	77361	-	gene	HPF_00335	HPF_RS00350
NZ_CP037867.1	77389	78018	-	gene	HPF_00340	HPF_RS00355
NZ_CP037867.1	78015	78692	-	gene	HPF_00345	HPF_RS00360
NZ_CP037867.1	78689	79366	-	gene	HPF_00350	HPF_RS00365
NZ_CP037867.1	79363	80310	-	gene	HPF_00355	HPF_RS00370
NZ_CP037867.1	80321	80851	-	gene	HPF_00360	HPF_RS00375
NZ_CP037867.1	80872	81531	-	gene	HPF_00365	HPF_RS00380
NZ_CP037867.1	81528	82547	-	gene	HPF_00370	HPF_RS00385
NZ_CP037867.1	82553	83476	-	gene	HPF_00375	HPF_RS00390
NZ_CP037867.1	83931	85631	-	gene	HPF_00380	HPF_RS00395
NZ_CP037867.1	85667	87067	-	gene	HPF_00385	HPF_RS00400
NZ_CP037867.1	87210	88511	-	gene	HPF_00390	HPF_RS00405
NZ_CP037867.1	88679	89374	+	gene	HPF_00395	HPF_RS00410
NZ_CP037867.1	89416	91521	+	gene	HPF_00400	HPF_RS00415
NZ_CP037867.1	91518	92138	+	gene	HPF_00405	HPF_RS00420
NZ_CP037867.1	92595	93503	-	gene	HPF_00410	HPF_RS00425
NZ_CP037867.1	93500	93868	-	gene	HPF_00415	HPF_RS00430
NZ_CP037867.1	93871	95538	-	gene	HPF_00420	HPF_RS00435
NZ_CP037867.1	95709	96911	+	gene	HPF_00425	HPF_RS00440
NZ_CP037867.1	97035	98759	+	gene	HPF_00430	HPF_RS00445
NZ_CP037867.1	98756	101440	+	gene	HPF_00435	HPF_RS00450
NZ_CP037867.1	101462	102373	+	gene	HPF_00440	HPF_RS00455
NZ_CP037867.1	102393	103382	+	gene	HPF_00445	HPF_RS00460
NZ_CP037867.1	103431	103907	+	gene	HPF_00450	HPF_RS00465
NZ_CP037867.1	103945	105039	+	gene	HPF_00455	HPF_RS00470
NZ_CP037867.1	105048	106079	+	gene	HPF_00460	HPF_RS00475
NZ_CP037867.1	106153	106953	+	gene	HPF_00465	HPF_RS00480
NZ_CP037867.1	106979	107233	-	gene	HPF_00470	HPF_RS00485
NZ_CP037867.1	107266	107448	-	gene	NA	HPF_RS00490
NZ_CP037867.1	107917	108777	-	gene	HPF_00480	HPF_RS00495
NZ_CP037867.1	108796	110286	-	gene	HPF_00485	HPF_RS00500
NZ_CP037867.1	110333	110773	-	gene	HPF_00490	HPF_RS00505
NZ_CP037867.1	110792	111052	-	gene	HPF_00495	HPF_RS00510
NZ_CP037867.1	111055	111870	-	gene	HPF_00500	HPF_RS00515
NZ_CP037867.1	111889	112677	-	gene	HPF_00505	HPF_RS00520
NZ_CP037867.1	112858	113745	+	gene	HPF_00510	HPF_RS00525
NZ_CP037867.1	114051	116729	-	gene	HPF_00515	HPF_RS00530
NZ_CP037867.1	116737	117663	-	gene	HPF_00520	HPF_RS00535
NZ_CP037867.1	117885	119093	-	gene	HPF_00525	HPF_RS00540
NZ_CP037867.1	119217	119846	-	gene	HPF_00530	HPF_RS00545
NZ_CP037867.1	120012	120473	-	gene	HPF_00535	HPF_RS00550
NZ_CP037867.1	120470	120670	-	gene	HPF_00540	HPF_RS00555
NZ_CP037867.1	120797	123079	+	gene	HPF_00545	HPF_RS00560
NZ_CP037867.1	123098	124522	-	gene	HPF_00550	HPF_RS00565
NZ_CP037867.1	124567	124995	-	gene	HPF_00555	HPF_RS00570
NZ_CP037867.1	125216	125809	+	gene	HPF_00560	HPF_RS00575
NZ_CP037867.1	125960	127177	+	gene	HPF_00565	HPF_RS00580
NZ_CP037867.1	127181	127792	-	gene	HPF_00570	HPF_RS00585
NZ_CP037867.1	127970	128887	+	gene	HPF_00575	HPF_RS00590
NZ_CP037867.1	128890	130203	+	gene	HPF_00580	HPF_RS00595
NZ_CP037867.1	130216	131706	-	gene	HPF_00585	HPF_RS00600
NZ_CP037867.1	131818	132618	+	gene	HPF_00590	HPF_RS00605
NZ_CP037867.1	132671	134044	+	gene	HPF_00595	HPF_RS00610
NZ_CP037867.1	134151	135590	+	gene	HPF_00600	HPF_RS00615
NZ_CP037867.1	135745	136926	+	gene	HPF_00605	HPF_RS00620
NZ_CP037867.1	137024	138127	+	gene	HPF_00610	HPF_RS00625
NZ_CP037867.1	138150	139055	+	gene	HPF_00615	HPF_RS00630
NZ_CP037867.1	139055	139915	+	gene	HPF_00620	HPF_RS00635
NZ_CP037867.1	139921	141270	+	gene	HPF_00625	HPF_RS00640
NZ_CP037867.1	141373	142869	+	gene	HPF_00630	HPF_RS00645
NZ_CP037867.1	142872	144197	+	gene	HPF_00635	HPF_RS00650
NZ_CP037867.1	144237	145010	-	gene	HPF_00640	HPF_RS00655
NZ_CP037867.1	145108	145299	-	gene	HPF_00645	HPF_RS00660
NZ_CP037867.1	145414	146067	-	gene	HPF_00650	HPF_RS00665
NZ_CP037867.1	146204	146758	+	gene	HPF_00655	HPF_RS00670
NZ_CP037867.1	146778	147341	+	gene	HPF_00660	HPF_RS00675
NZ_CP037867.1	147392	147964	+	gene	HPF_00665	HPF_RS00680
NZ_CP037867.1	148041	148958	+	gene	HPF_00670	HPF_RS00685
NZ_CP037867.1	148933	149217	-	gene	HPF_00675	HPF_RS00690
NZ_CP037867.1	149269	151860	+	gene	HPF_00680	HPF_RS00695
NZ_CP037867.1	151857	153242	+	gene	HPF_00685	HPF_RS00700
NZ_CP037867.1	153268	153858	-	gene	HPF_00690	HPF_RS00705
NZ_CP037867.1	153905	154552	-	gene	HPF_00695	HPF_RS00710
NZ_CP037867.1	154549	155094	-	gene	HPF_00700	HPF_RS00715
NZ_CP037867.1	155108	156010	-	gene	HPF_00705	HPF_RS00720
NZ_CP037867.1	156064	156642	-	gene	HPF_00710	HPF_RS00725
NZ_CP037867.1	156639	156908	-	gene	HPF_00715	HPF_RS00730
NZ_CP037867.1	157046	159043	+	gene	HPF_00720	HPF_RS00735
NZ_CP037867.1	159040	159705	+	gene	HPF_00725	HPF_RS00740
NZ_CP037867.1	160185	160799	+	gene	HPF_00730	HPF_RS00745
NZ_CP037867.1	160818	161588	+	gene	HPF_00735	HPF_RS00750
NZ_CP037867.1	161618	162166	+	gene	HPF_00740	HPF_RS00755
NZ_CP037867.1	162168	163088	+	gene	HPF_00745	HPF_RS00760
NZ_CP037867.1	163319	163633	+	gene	HPF_00750	HPF_RS00765
NZ_CP037867.1	163773	164615	-	gene	HPF_00755	HPF_RS23595
NZ_CP037867.1	164684	165262	-	gene	HPF_00760	HPF_RS00770
NZ_CP037867.1	165383	166807	-	gene	HPF_00765	HPF_RS00775
NZ_CP037867.1	166915	167169	-	gene	HPF_00770	HPF_RS00780
NZ_CP037867.1	167431	167997	+	gene	HPF_00775	HPF_RS00785
NZ_CP037867.1	167994	168326	+	gene	HPF_00780	HPF_RS00790
NZ_CP037867.1	168345	169469	-	gene	HPF_00785	HPF_RS00795
NZ_CP037867.1	169588	169803	+	gene	HPF_00790	HPF_RS00800
NZ_CP037867.1	169775	170200	-	gene	HPF_00795	HPF_RS00805
NZ_CP037867.1	170204	171493	-	gene	HPF_00800	HPF_RS00810
NZ_CP037867.1	171556	172881	-	gene	HPF_00805	HPF_RS00815
NZ_CP037867.1	172894	173700	-	gene	HPF_00810	HPF_RS00820
NZ_CP037867.1	173743	175059	-	gene	HPF_00815	HPF_RS00825
NZ_CP037867.1	175056	175613	-	gene	HPF_00820	HPF_RS00830
NZ_CP037867.1	175633	176706	-	gene	HPF_00825	HPF_RS00835
NZ_CP037867.1	176703	177428	-	gene	HPF_00830	HPF_RS00840
NZ_CP037867.1	177557	179659	+	gene	HPF_00835	HPF_RS00845
NZ_CP037867.1	179790	179981	+	gene	HPF_00840	HPF_RS00850
NZ_CP037867.1	180050	180571	+	gene	HPF_00845	HPF_RS00855
NZ_CP037867.1	180613	181200	+	gene	HPF_00850	HPF_RS00860
NZ_CP037867.1	181294	181524	+	gene	HPF_00855	HPF_RS00865
NZ_CP037867.1	181568	181999	+	gene	HPF_00860	HPF_RS00870
NZ_CP037867.1	182040	182234	+	pseudogene	HPF_00865	HPF_RS00875
NZ_CP037867.1	182309	183085	+	gene	HPF_00870	HPF_RS00880
NZ_CP037867.1	183368	183919	-	gene	HPF_00875	HPF_RS00885
NZ_CP037867.1	183916	185037	-	gene	HPF_00880	HPF_RS00890
NZ_CP037867.1	185143	187047	+	gene	HPF_00885	HPF_RS00895
NZ_CP037867.1	187227	189023	+	gene	HPF_00890	HPF_RS00900
NZ_CP037867.1	189045	189944	-	gene	HPF_00895	HPF_RS00905
NZ_CP037867.1	189997	191001	-	gene	HPF_00900	HPF_RS00910
NZ_CP037867.1	191089	192141	+	gene	HPF_00905	HPF_RS00915
NZ_CP037867.1	192138	192956	+	gene	HPF_00910	HPF_RS00920
NZ_CP037867.1	192989	194260	+	gene	HPF_00915	HPF_RS00925
NZ_CP037867.1	194288	195220	+	gene	HPF_00920	HPF_RS00930
NZ_CP037867.1	195243	196220	+	gene	HPF_00925	HPF_RS00935
NZ_CP037867.1	196207	196662	-	gene	HPF_00930	HPF_RS00940
NZ_CP037867.1	196718	197227	-	gene	HPF_00935	HPF_RS00945
NZ_CP037867.1	197498	198073	+	gene	HPF_00940	HPF_RS00950
NZ_CP037867.1	198089	198511	-	gene	HPF_00945	HPF_RS00955
NZ_CP037867.1	198584	199414	-	gene	HPF_00950	HPF_RS00960
NZ_CP037867.1	199411	200400	-	gene	HPF_00955	HPF_RS00965
NZ_CP037867.1	200504	201061	+	gene	HPF_00960	HPF_RS00970
NZ_CP037867.1	201143	203017	-	gene	HPF_00965	HPF_RS00975
NZ_CP037867.1	203336	203725	+	gene	HPF_00970	HPF_RS00980
NZ_CP037867.1	203786	203929	-	gene	HPF_00975	HPF_RS23600
NZ_CP037867.1	204005	204430	-	gene	HPF_00980	HPF_RS00985
NZ_CP037867.1	204438	205637	-	gene	HPF_00985	HPF_RS00990
NZ_CP037867.1	205805	208219	+	gene	HPF_00990	HPF_RS00995
NZ_CP037867.1	208221	208943	-	gene	HPF_00995	HPF_RS01000
NZ_CP037867.1	208995	209336	-	gene	HPF_01000	HPF_RS01005
NZ_CP037867.1	209508	211403	-	gene	HPF_01005	HPF_RS01010
NZ_CP037867.1	211400	211819	-	gene	HPF_01010	HPF_RS01015
NZ_CP037867.1	211874	212458	-	gene	HPF_01015	HPF_RS01020
NZ_CP037867.1	212557	213603	+	gene	HPF_01020	HPF_RS01025
NZ_CP037867.1	213900	214850	+	gene	HPF_01025	HPF_RS01030
NZ_CP037867.1	214885	215505	-	gene	HPF_01030	HPF_RS01035
NZ_CP037867.1	215563	216429	-	gene	HPF_01035	HPF_RS01040
NZ_CP037867.1	216431	217303	-	gene	HPF_01040	HPF_RS01045
NZ_CP037867.1	217379	218422	+	gene	HPF_01045	HPF_RS01050
NZ_CP037867.1	218463	218849	-	gene	HPF_01050	HPF_RS01055
NZ_CP037867.1	218927	219418	-	gene	HPF_01055	HPF_RS01060
NZ_CP037867.1	219510	219911	+	gene	HPF_01060	HPF_RS01065
NZ_CP037867.1	220016	221098	+	gene	HPF_01065	HPF_RS01070
NZ_CP037867.1	221105	222040	-	gene	HPF_01070	HPF_RS01075
NZ_CP037867.1	222039	222263	+	gene	NA	HPF_RS01080
NZ_CP037867.1	222269	225019	+	gene	HPF_01075	HPF_RS01085
NZ_CP037867.1	225087	225995	+	gene	HPF_01080	HPF_RS01090
NZ_CP037867.1	226000	227553	-	gene	HPF_01085	HPF_RS01095
NZ_CP037867.1	227831	228169	+	gene	HPF_01090	HPF_RS01100
NZ_CP037867.1	228201	229661	+	gene	HPF_01095	HPF_RS01105
NZ_CP037867.1	229803	230030	+	gene	HPF_01100	HPF_RS01110
NZ_CP037867.1	230110	231237	+	gene	HPF_01105	HPF_RS01115
NZ_CP037867.1	231245	232477	+	gene	HPF_01110	HPF_RS01120
NZ_CP037867.1	232474	232839	+	gene	HPF_01115	HPF_RS01125
NZ_CP037867.1	232874	233602	+	gene	HPF_01120	HPF_RS01130
NZ_CP037867.1	233793	234212	+	gene	HPF_01125	HPF_RS01135
NZ_CP037867.1	234309	234686	+	gene	HPF_01130	HPF_RS01140
NZ_CP037867.1	234683	235174	+	gene	HPF_01135	HPF_RS01145
NZ_CP037867.1	235200	235805	+	gene	HPF_01140	HPF_RS01150
NZ_CP037867.1	235815	236507	+	gene	HPF_01145	HPF_RS01155
NZ_CP037867.1	236508	238046	-	gene	HPF_01150	HPF_RS01160
NZ_CP037867.1	238043	239320	-	gene	HPF_01155	HPF_RS01165
NZ_CP037867.1	239355	241277	-	gene	HPF_01160	HPF_RS01170
NZ_CP037867.1	241413	241895	-	gene	HPF_01165	HPF_RS01175
NZ_CP037867.1	242071	243105	+	gene	HPF_01170	HPF_RS01180
NZ_CP037867.1	243102	244385	-	gene	HPF_01175	HPF_RS01185
NZ_CP037867.1	244634	245359	+	gene	HPF_01180	HPF_RS01190
NZ_CP037867.1	245366	246385	+	gene	HPF_01185	HPF_RS01195
NZ_CP037867.1	246501	247634	+	gene	HPF_01190	HPF_RS01200
NZ_CP037867.1	247731	248969	+	gene	HPF_01195	HPF_RS01205
NZ_CP037867.1	249092	250183	+	gene	HPF_01200	HPF_RS01210
NZ_CP037867.1	250193	253447	+	gene	HPF_01205	HPF_RS01215
NZ_CP037867.1	253483	253710	+	gene	HPF_01210	HPF_RS01220
NZ_CP037867.1	253720	254763	+	gene	HPF_01215	HPF_RS01225
NZ_CP037867.1	254782	255075	+	gene	HPF_01220	HPF_RS01230
NZ_CP037867.1	255171	255404	+	gene	HPF_01225	HPF_RS01235
NZ_CP037867.1	255421	256173	+	gene	HPF_01230	HPF_RS01240
NZ_CP037867.1	256181	256786	-	gene	HPF_01235	HPF_RS01245
NZ_CP037867.1	256809	257219	-	gene	HPF_01240	HPF_RS01250
NZ_CP037867.1	257224	257613	-	gene	HPF_01245	HPF_RS01255
NZ_CP037867.1	257649	258329	-	gene	HPF_01250	HPF_RS01260
NZ_CP037867.1	258433	259320	+	gene	HPF_01255	HPF_RS01265
NZ_CP037867.1	259331	260197	+	gene	HPF_01260	HPF_RS01270
NZ_CP037867.1	260184	260513	-	gene	HPF_01265	HPF_RS01275
NZ_CP037867.1	260686	261021	-	gene	HPF_01270	HPF_RS01280
NZ_CP037867.1	261094	262074	-	gene	HPF_01275	HPF_RS01285
NZ_CP037867.1	262116	262799	+	gene	HPF_01280	HPF_RS01290
NZ_CP037867.1	262880	263380	+	gene	HPF_01285	HPF_RS01295
NZ_CP037867.1	263373	264308	-	gene	HPF_01290	HPF_RS01300
NZ_CP037867.1	264523	266187	+	gene	HPF_01295	HPF_RS01305
NZ_CP037867.1	266202	267548	+	gene	HPF_01300	HPF_RS01310
NZ_CP037867.1	267561	268598	+	gene	HPF_01305	HPF_RS01315
NZ_CP037867.1	268595	270982	+	gene	HPF_01310	HPF_RS01320
NZ_CP037867.1	270987	272153	+	gene	HPF_01315	HPF_RS01325
NZ_CP037867.1	272180	273109	+	gene	HPF_01320	HPF_RS01330
NZ_CP037867.1	273122	273472	+	gene	HPF_01325	HPF_RS01335
NZ_CP037867.1	273469	274599	+	gene	HPF_01330	HPF_RS01340
NZ_CP037867.1	274613	275770	+	gene	HPF_01335	HPF_RS01345
NZ_CP037867.1	275767	276558	+	gene	HPF_01340	HPF_RS01350
NZ_CP037867.1	276572	277144	+	gene	HPF_01345	HPF_RS01355
NZ_CP037867.1	277164	278132	+	gene	HPF_01350	HPF_RS01360
NZ_CP037867.1	278146	279105	+	gene	HPF_01355	HPF_RS01365
NZ_CP037867.1	279115	279621	-	gene	HPF_01360	HPF_RS01370
NZ_CP037867.1	279764	280633	+	gene	HPF_01365	HPF_RS01375
NZ_CP037867.1	280722	281105	-	gene	HPF_01370	HPF_RS01380
NZ_CP037867.1	281148	282068	-	gene	HPF_01375	HPF_RS01385
NZ_CP037867.1	282197	283873	+	gene	HPF_01380	HPF_RS01390
NZ_CP037867.1	283999	284295	-	gene	HPF_01385	HPF_RS01395
NZ_CP037867.1	284827	285909	+	gene	HPF_01390	HPF_RS01400
NZ_CP037867.1	285927	287786	+	gene	HPF_01395	HPF_RS01405
NZ_CP037867.1	287813	288415	+	gene	HPF_01400	HPF_RS01410
NZ_CP037867.1	288444	289190	+	gene	HPF_01405	HPF_RS01415
NZ_CP037867.1	289243	289524	+	gene	HPF_01410	HPF_RS01420
NZ_CP037867.1	289546	290214	+	gene	HPF_01415	HPF_RS01425
NZ_CP037867.1	290218	290520	+	gene	HPF_01420	HPF_RS01430
NZ_CP037867.1	290536	290985	+	gene	HPF_01425	HPF_RS01435
NZ_CP037867.1	291026	291889	+	gene	HPF_01430	HPF_RS01440
NZ_CP037867.1	291886	292116	+	gene	HPF_01435	HPF_RS01445
NZ_CP037867.1	292085	292600	+	gene	HPF_01440	HPF_RS01450
NZ_CP037867.1	292597	293742	+	gene	HPF_01445	HPF_RS01455
NZ_CP037867.1	293735	294082	+	gene	HPF_01450	HPF_RS01460
NZ_CP037867.1	294106	295092	+	gene	HPF_01455	HPF_RS01465
NZ_CP037867.1	295105	296244	+	gene	HPF_01460	HPF_RS01470
NZ_CP037867.1	296235	296474	+	gene	HPF_01465	HPF_RS01475
NZ_CP037867.1	296471	297634	+	gene	HPF_01470	HPF_RS01480
NZ_CP037867.1	297685	298743	+	gene	HPF_01475	HPF_RS01485
NZ_CP037867.1	298912	299409	+	gene	HPF_01480	HPF_RS01490
NZ_CP037867.1	299430	301238	+	gene	HPF_01485	HPF_RS01495
NZ_CP037867.1	301235	302695	+	gene	HPF_01490	HPF_RS01500
NZ_CP037867.1	302692	304521	+	gene	HPF_01495	HPF_RS01505
NZ_CP037867.1	304518	305198	+	gene	HPF_01500	HPF_RS01510
NZ_CP037867.1	305195	305725	+	gene	HPF_01505	HPF_RS01515
NZ_CP037867.1	305718	307244	+	gene	HPF_01510	HPF_RS01520
NZ_CP037867.1	307241	307732	+	gene	HPF_01515	HPF_RS01525
NZ_CP037867.1	307729	308724	+	gene	HPF_01520	HPF_RS01530
NZ_CP037867.1	308721	310181	+	gene	HPF_01525	HPF_RS01535
NZ_CP037867.1	310183	311525	+	pseudogene	HPF_01530	HPF_RS01540
NZ_CP037867.1	311551	312309	+	gene	HPF_01540	HPF_RS01545
NZ_CP037867.1	312314	314263	-	gene	HPF_01545	HPF_RS01550
NZ_CP037867.1	314265	314795	-	gene	HPF_01550	HPF_RS01555
NZ_CP037867.1	314792	315739	-	gene	HPF_01555	HPF_RS01560
NZ_CP037867.1	315782	316825	-	gene	HPF_01560	HPF_RS01565
NZ_CP037867.1	317092	317391	+	gene	HPF_01565	HPF_RS01570
NZ_CP037867.1	317388	318884	+	gene	HPF_01570	HPF_RS01575
NZ_CP037867.1	318887	320347	+	gene	HPF_01575	HPF_RS01580
NZ_CP037867.1	320380	321027	-	gene	HPF_01580	HPF_RS01585
NZ_CP037867.1	321055	321771	-	gene	HPF_01585	HPF_RS01590
NZ_CP037867.1	321782	322573	+	gene	HPF_01590	HPF_RS01595
NZ_CP037867.1	322777	323718	+	gene	HPF_01595	HPF_RS01600
NZ_CP037867.1	323782	324420	+	gene	HPF_01600	HPF_RS01605
NZ_CP037867.1	324445	324681	-	gene	HPF_01605	HPF_RS01610
NZ_CP037867.1	324729	325583	-	gene	HPF_01610	HPF_RS01615
NZ_CP037867.1	325654	327069	+	gene	HPF_01615	HPF_RS01620
NZ_CP037867.1	327035	328582	-	gene	HPF_01620	HPF_RS01625
NZ_CP037867.1	328663	329394	+	gene	HPF_01625	HPF_RS01630
NZ_CP037867.1	329391	330647	+	gene	HPF_01630	HPF_RS01635
NZ_CP037867.1	330959	331789	-	gene	HPF_01635	HPF_RS01640
NZ_CP037867.1	331792	332001	-	gene	HPF_01640	HPF_RS01645
NZ_CP037867.1	332012	332953	-	gene	HPF_01645	HPF_RS01650
NZ_CP037867.1	333049	333447	-	gene	HPF_01650	HPF_RS01655
NZ_CP037867.1	333508	334884	-	gene	HPF_01655	HPF_RS01660
NZ_CP037867.1	334952	336100	+	gene	HPF_01660	HPF_RS01665
NZ_CP037867.1	336091	336396	-	gene	HPF_01665	HPF_RS01670
NZ_CP037867.1	336399	337439	-	gene	HPF_01670	HPF_RS01675
NZ_CP037867.1	337536	338024	+	gene	HPF_01675	HPF_RS01680
NZ_CP037867.1	338029	338673	+	gene	HPF_01680	HPF_RS01685
NZ_CP037867.1	338670	339443	+	gene	HPF_01685	HPF_RS01690
NZ_CP037867.1	339440	340915	+	gene	HPF_01690	HPF_RS01695
NZ_CP037867.1	341258	342184	+	gene	HPF_01695	HPF_RS01700
NZ_CP037867.1	342198	342644	+	gene	HPF_01700	HPF_RS01705
NZ_CP037867.1	342652	343479	+	gene	HPF_01705	HPF_RS01710
NZ_CP037867.1	343490	344251	+	gene	HPF_01710	HPF_RS01715
NZ_CP037867.1	344248	345378	+	gene	HPF_01715	HPF_RS01720
NZ_CP037867.1	345375	346184	+	gene	HPF_01720	HPF_RS01725
NZ_CP037867.1	346260	346436	-	pseudogene	HPF_01725	HPF_RS01730
NZ_CP037867.1	346493	347605	-	gene	HPF_01730	HPF_RS01735
NZ_CP037867.1	347673	348677	-	gene	HPF_01735	HPF_RS01740
NZ_CP037867.1	348966	350762	+	gene	HPF_01740	HPF_RS01745
NZ_CP037867.1	350785	350968	-	pseudogene	NA	HPF_RS01750
NZ_CP037867.1	351322	352362	-	gene	HPF_01745	HPF_RS01755
NZ_CP037867.1	352380	353027	-	gene	HPF_01750	HPF_RS01760
NZ_CP037867.1	353066	353926	-	gene	HPF_01755	HPF_RS01765
NZ_CP037867.1	354026	354952	+	gene	HPF_01760	HPF_RS01770
NZ_CP037867.1	354995	356512	-	gene	HPF_01765	HPF_RS01775
NZ_CP037867.1	356654	357403	-	gene	HPF_01770	HPF_RS01780
NZ_CP037867.1	357445	358101	-	gene	HPF_01775	HPF_RS01785
NZ_CP037867.1	358134	359123	-	gene	HPF_01780	HPF_RS01790
NZ_CP037867.1	359159	360145	-	gene	HPF_01785	HPF_RS01795
NZ_CP037867.1	360159	360473	-	gene	HPF_01790	HPF_RS01800
NZ_CP037867.1	360498	360833	-	gene	HPF_01795	HPF_RS01805
NZ_CP037867.1	360845	361105	-	gene	HPF_01800	HPF_RS01810
NZ_CP037867.1	361129	362634	-	gene	HPF_01805	HPF_RS01815
NZ_CP037867.1	362718	363389	-	gene	HPF_01810	HPF_RS01820
NZ_CP037867.1	363386	366286	-	gene	HPF_01815	HPF_RS01825
